tm,MVm,PVm
2.220000000000000000e+02,1.000000000000000000e+00,2.320250000000001478e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.328250000000000597e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.336250000000001381e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.336250000000001381e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.336250000000001381e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.328250000000000597e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.320250000000001478e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.336250000000001381e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.336250000000001381e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.417000000000001647e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.417000000000001647e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.433000000000001550e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.481250000000000955e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.505500000000001615e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.513500000000000734e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.578000000000001402e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.578000000000001402e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.578000000000001402e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.586000000000000520e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.594250000000000722e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.618250000000001410e-01
